Generation 0: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 88: Best Fitness: 170.47316073780974, Per-Enemy Fitness: [np.float64(83.86912576535384), np.float64(90.95574420258549), np.float64(83.7919015584905), np.float64(88.10826519084712)]
Generation 89: Best Fitness: 170.47316073780974, Per-Enemy Fitness: [np.float64(83.86912576535384), np.float64(90.95574420258549), np.float64(83.7919015584905), np.float64(88.10826519084712)]
Generation 90: Best Fitness: 170.47316073780974, Per-Enemy Fitness: [np.float64(83.86912576535384), np.float64(90.95574420258549), np.float64(83.7919015584905), np.float64(88.10826519084712)]
Generation 91: Best Fitness: 170.47316073780974, Per-Enemy Fitness: [np.float64(83.86912576535384), np.float64(90.95574420258549), np.float64(83.7919015584905), np.float64(88.10826519084712)]
Generation 92: Best Fitness: 170.47316073780974, Per-Enemy Fitness: [np.float64(83.86912576535384), np.float64(90.95574420258549), np.float64(83.7919015584905), np.float64(88.10826519084712)]
Generation 93: Best Fitness: 170.47316073780974, Per-Enemy Fitness: [np.float64(83.86912576535384), np.float64(90.95574420258549), np.float64(83.7919015584905), np.float64(88.10826519084712)]
Generation 94: Best Fitness: 170.47316073780974, Per-Enemy Fitness: [np.float64(83.86912576535384), np.float64(90.95574420258549), np.float64(83.7919015584905), np.float64(88.10826519084712)]
Generation 95: Best Fitness: 170.47316073780974, Per-Enemy Fitness: [np.float64(83.86912576535384), np.float64(90.95574420258549), np.float64(83.7919015584905), np.float64(88.10826519084712)]
Generation 96: Best Fitness: 170.47316073780974, Per-Enemy Fitness: [np.float64(83.86912576535384), np.float64(90.95574420258549), np.float64(83.7919015584905), np.float64(88.10826519084712)]
Generation 97: Best Fitness: 171.18246996781107, Per-Enemy Fitness: [np.float64(83.81020626248761), np.float64(90.6557442025855), np.float64(85.4779150932834), np.float64(89.54518926293743)]
Generation 98: Best Fitness: 171.18246996781107, Per-Enemy Fitness: [np.float64(83.81020626248761), np.float64(90.6557442025855), np.float64(85.4779150932834), np.float64(89.54518926293743)]
Generation 99: Best Fitness: 171.18246996781107, Per-Enemy Fitness: [np.float64(83.81020626248761), np.float64(90.6557442025855), np.float64(85.4779150932834), np.float64(89.54518926293743)]
