Generation 0: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 1: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 2: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 3: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 4: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 5: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 6: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 7: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 8: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 9: Best Fitness: 124.03509689189127, Per-Enemy Fitness: [np.float64(83.27040869164556), np.float64(85.18832626799137), np.float64(47.5622483502636), np.float64(89.87041085661015)]
Generation 10: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 11: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 12: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 13: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 14: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 15: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 16: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 17: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 18: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 19: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 20: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 21: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 22: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 23: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 24: Best Fitness: 128.30542550322977, Per-Enemy Fitness: [np.float64(56.93157441175589), np.float64(86.84497518017193), np.float64(56.647370603680436), np.float64(86.2082994025891)]
Generation 25: Best Fitness: 132.09281314481578, Per-Enemy Fitness: [np.float64(56.908690117922305), np.float64(90.58405089685373), np.float64(66.18586946817493), np.float64(87.05788162462296)]
Generation 26: Best Fitness: 132.09281314481578, Per-Enemy Fitness: [np.float64(56.908690117922305), np.float64(90.58405089685373), np.float64(66.18586946817493), np.float64(87.05788162462296)]
Generation 27: Best Fitness: 132.09281314481578, Per-Enemy Fitness: [np.float64(56.908690117922305), np.float64(90.58405089685373), np.float64(66.18586946817493), np.float64(87.05788162462296)]
Generation 28: Best Fitness: 142.42299392567617, Per-Enemy Fitness: [np.float64(83.6642942248265), np.float64(92.13650369121832), np.float64(65.62668021042299), np.float64(65.75777673454483)]
Generation 29: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 30: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 31: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 32: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 33: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 34: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 35: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 36: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 37: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 38: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 39: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 40: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 41: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 42: Best Fitness: 156.22342407137273, Per-Enemy Fitness: [np.float64(74.12373538810924), np.float64(89.96835578817425), np.float64(74.62668021042299), np.float64(89.67998334634746)]
Generation 43: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 44: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 45: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 46: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 47: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 48: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 49: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 50: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 51: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 52: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 53: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 54: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 55: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 56: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 57: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 58: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 59: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 60: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 61: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 62: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 63: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 64: Best Fitness: 156.46503431411804, Per-Enemy Fitness: [np.float64(74.21328304939492), np.float64(92.13455310235678), np.float64(74.73090371629374), np.float64(87.92826519084711)]
Generation 65: Best Fitness: 159.05489576970308, Per-Enemy Fitness: [np.float64(83.77829930534797), np.float64(88.49297711225776), np.float64(74.70289068006606), np.float64(90.43385326087635)]
Generation 66: Best Fitness: 159.05489576970308, Per-Enemy Fitness: [np.float64(83.77829930534797), np.float64(88.49297711225776), np.float64(74.70289068006606), np.float64(90.43385326087635)]
Generation 67: Best Fitness: 159.05489576970308, Per-Enemy Fitness: [np.float64(83.77829930534797), np.float64(88.49297711225776), np.float64(74.70289068006606), np.float64(90.43385326087635)]
Generation 68: Best Fitness: 159.05489576970308, Per-Enemy Fitness: [np.float64(83.77829930534797), np.float64(88.49297711225776), np.float64(74.70289068006606), np.float64(90.43385326087635)]
Generation 69: Best Fitness: 159.05489576970308, Per-Enemy Fitness: [np.float64(83.77829930534797), np.float64(88.49297711225776), np.float64(74.70289068006606), np.float64(90.43385326087635)]
Generation 70: Best Fitness: 160.25704971549004, Per-Enemy Fitness: [np.float64(87.62526910728147), np.float64(89.76649699436176), np.float64(74.73660173740838), np.float64(89.95342407327512)]
Generation 71: Best Fitness: 160.25704971549004, Per-Enemy Fitness: [np.float64(87.62526910728147), np.float64(89.76649699436176), np.float64(74.73660173740838), np.float64(89.95342407327512)]
Generation 72: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 73: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 74: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 75: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 76: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 77: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 78: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 79: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 80: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 81: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 82: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 83: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 84: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 85: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 86: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
Generation 87: Best Fitness: 170.35850894502198, Per-Enemy Fitness: [np.float64(84.10912576535385), np.float64(91.05112204166714), np.float64(83.73190155849049), np.float64(87.61428018061446)]
