Enemy, Run, Enemy_Group, Fitness, Player_Life, Enemy_Life, Time, Gain
Enemy 8, Test Run 6, Run 1, Enemy Group enemies_group_two, Fitness: 89.53968822339262, Player Life: 52.600000000000314, Enemy Life: 0, Time: 305, Gain: 52.600000000000314
Enemy 8, Test Run 7, Run 1, Enemy Group enemies_group_two, Fitness: 89.53968822339262, Player Life: 52.600000000000314, Enemy Life: 0, Time: 305, Gain: 52.600000000000314
Enemy 8, Test Run 8, Run 1, Enemy Group enemies_group_two, Fitness: 89.53968822339262, Player Life: 52.600000000000314, Enemy Life: 0, Time: 305, Gain: 52.600000000000314
Enemy 8, Test Run 9, Run 1, Enemy Group enemies_group_two, Fitness: 89.53968822339262, Player Life: 52.600000000000314, Enemy Life: 0, Time: 305, Gain: 52.600000000000314
Enemy 8, Test Run 10, Run 1, Enemy Group enemies_group_two, Fitness: 89.53968822339262, Player Life: 52.600000000000314, Enemy Life: 0, Time: 305, Gain: 52.600000000000314
Enemy 1, Test Run 1, Run 2, Enemy Group enemies_group_two, Fitness: 21.273152252412803, Player Life: 0, Enemy Life: 70.0, Time: 307, Gain: -70.0
Enemy 1, Test Run 2, Run 2, Enemy Group enemies_group_two, Fitness: 21.273152252412803, Player Life: 0, Enemy Life: 70.0, Time: 307, Gain: -70.0
Enemy 1, Test Run 3, Run 2, Enemy Group enemies_group_two, Fitness: 21.273152252412803, Player Life: 0, Enemy Life: 70.0, Time: 307, Gain: -70.0
Enemy 1, Test Run 4, Run 2, Enemy Group enemies_group_two, Fitness: 21.273152252412803, Player Life: 0, Enemy Life: 70.0, Time: 307, Gain: -70.0
Enemy 1, Test Run 5, Run 2, Enemy Group enemies_group_two, Fitness: 21.273152252412803, Player Life: 0, Enemy Life: 70.0, Time: 307, Gain: -70.0
Enemy 1, Test Run 6, Run 2, Enemy Group enemies_group_two, Fitness: 21.273152252412803, Player Life: 0, Enemy Life: 70.0, Time: 307, Gain: -70.0
Enemy 1, Test Run 7, Run 2, Enemy Group enemies_group_two, Fitness: 21.273152252412803, Player Life: 0, Enemy Life: 70.0, Time: 307, Gain: -70.0
Enemy 1, Test Run 8, Run 2, Enemy Group enemies_group_two, Fitness: 21.273152252412803, Player Life: 0, Enemy Life: 70.0, Time: 307, Gain: -70.0
Enemy 1, Test Run 9, Run 2, Enemy Group enemies_group_two, Fitness: 21.273152252412803, Player Life: 0, Enemy Life: 70.0, Time: 307, Gain: -70.0
Enemy 1, Test Run 10, Run 2, Enemy Group enemies_group_two, Fitness: 21.273152252412803, Player Life: 0, Enemy Life: 70.0, Time: 307, Gain: -70.0
Enemy 2, Test Run 1, Run 2, Enemy Group enemies_group_two, Fitness: 12.648141866523932, Player Life: 0, Enemy Life: 80.0, Time: 211, Gain: -80.0
Enemy 2, Test Run 2, Run 2, Enemy Group enemies_group_two, Fitness: 12.648141866523932, Player Life: 0, Enemy Life: 80.0, Time: 211, Gain: -80.0
Enemy 2, Test Run 3, Run 2, Enemy Group enemies_group_two, Fitness: 12.648141866523932, Player Life: 0, Enemy Life: 80.0, Time: 211, Gain: -80.0
Enemy 2, Test Run 4, Run 2, Enemy Group enemies_group_two, Fitness: 12.648141866523932, Player Life: 0, Enemy Life: 80.0, Time: 211, Gain: -80.0
