Generation 0: Best Fitness: 87.35836362105702, Per-Enemy Fitness: [np.float64(30.24109822612272), np.float64(66.15356122494228), np.float64(65.88853266049732), np.float64(66.18586946817493)]
Generation 44: Best Fitness: 162.34122151558876, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.9750499825186), np.float64(85.79342407327508), np.float64(75.16226955283406)]
Generation 45: Best Fitness: 162.34122151558876, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.9750499825186), np.float64(85.79342407327508), np.float64(75.16226955283406)]
Generation 46: Best Fitness: 162.34122151558876, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.9750499825186), np.float64(85.79342407327508), np.float64(75.16226955283406)]
Generation 47: Best Fitness: 162.34122151558876, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.9750499825186), np.float64(85.79342407327508), np.float64(75.16226955283406)]
Generation 48: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 49: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 50: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 51: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 52: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 53: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 54: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 55: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 56: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 57: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 58: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 59: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 60: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 61: Best Fitness: 178.12361585376817, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(86.66660195700335), np.float64(92.81833644349736)]
Generation 62: Best Fitness: 178.12361585376817, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(86.66660195700335), np.float64(92.81833644349736)]
Generation 63: Best Fitness: 178.12361585376817, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(86.66660195700335), np.float64(92.81833644349736)]
Generation 64: Best Fitness: 178.12361585376817, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(86.66660195700335), np.float64(92.81833644349736)]
Generation 65: Best Fitness: 178.12361585376817, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(86.66660195700335), np.float64(92.81833644349736)]
Generation 66: Best Fitness: 178.12361585376817, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(86.66660195700335), np.float64(92.81833644349736)]
Generation 67: Best Fitness: 178.12361585376817, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(86.66660195700335), np.float64(92.81833644349736)]
Generation 68: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 69: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 70: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 71: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 72: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 73: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 74: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 75: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 76: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 77: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 78: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 79: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 80: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 81: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 82: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 83: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 84: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 85: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 86: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 87: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 88: Best Fitness: 172.4210013829716, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.64704041507838), np.float64(83.99140997390337), np.float64(83.82539190157783)]
Generation 89: Best Fitness: 161.76152686718723, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.84704041507838), np.float64(85.59140997390337), np.float64(74.96451856747524)]
Generation 90: Best Fitness: 161.76152686718723, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.84704041507838), np.float64(85.59140997390337), np.float64(74.96451856747524)]
Generation 91: Best Fitness: 161.76152686718723, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.84704041507838), np.float64(85.59140997390337), np.float64(74.96451856747524)]
Generation 92: Best Fitness: 161.76152686718723, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.84704041507838), np.float64(85.59140997390337), np.float64(74.96451856747524)]
Generation 93: Best Fitness: 161.76152686718723, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.84704041507838), np.float64(85.59140997390337), np.float64(74.96451856747524)]
Generation 94: Best Fitness: 161.76152686718723, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.84704041507838), np.float64(85.59140997390337), np.float64(74.96451856747524)]
Generation 95: Best Fitness: 161.76152686718723, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.84704041507838), np.float64(85.59140997390337), np.float64(74.96451856747524)]
Generation 96: Best Fitness: 163.14266185147994, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(75.22855887686998), np.float64(88.39342407327507), np.float64(93.24936470590376)]
Generation 97: Best Fitness: 163.14266185147994, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(75.22855887686998), np.float64(88.39342407327507), np.float64(93.24936470590376)]
Generation 98: Best Fitness: 163.14266185147994, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(75.22855887686998), np.float64(88.39342407327507), np.float64(93.24936470590376)]
Generation 99: Best Fitness: 177.65962980822252, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.64704041507838), np.float64(86.19140997390338), np.float64(93.24936470590376)]
