Generation 0: Best Fitness: 87.35836362105702, Per-Enemy Fitness: [np.float64(30.24109822612272), np.float64(66.15356122494228), np.float64(65.88853266049732), np.float64(66.18586946817493)]
Generation 1: Best Fitness: 87.35836362105702, Per-Enemy Fitness: [np.float64(30.24109822612272), np.float64(66.15356122494228), np.float64(65.88853266049732), np.float64(66.18586946817493)]
Generation 2: Best Fitness: 87.35836362105702, Per-Enemy Fitness: [np.float64(30.24109822612272), np.float64(66.15356122494228), np.float64(65.88853266049732), np.float64(66.18586946817493)]
Generation 3: Best Fitness: 100.89394988800993, Per-Enemy Fitness: [np.float64(30.25060701409175), np.float64(91.49061166337202), np.float64(85.82111423509888), np.float64(75.01103858311014)]
Generation 4: Best Fitness: 100.89394988800993, Per-Enemy Fitness: [np.float64(30.25060701409175), np.float64(91.49061166337202), np.float64(85.82111423509888), np.float64(75.01103858311014)]
Generation 5: Best Fitness: 100.89394988800993, Per-Enemy Fitness: [np.float64(30.25060701409175), np.float64(91.49061166337202), np.float64(85.82111423509888), np.float64(75.01103858311014)]
Generation 6: Best Fitness: 100.89394988800993, Per-Enemy Fitness: [np.float64(30.25060701409175), np.float64(91.49061166337202), np.float64(85.82111423509888), np.float64(75.01103858311014)]
Generation 7: Best Fitness: 100.89394988800993, Per-Enemy Fitness: [np.float64(30.25060701409175), np.float64(91.49061166337202), np.float64(85.82111423509888), np.float64(75.01103858311014)]
Generation 8: Best Fitness: 100.89394988800993, Per-Enemy Fitness: [np.float64(30.25060701409175), np.float64(91.49061166337202), np.float64(85.82111423509888), np.float64(75.01103858311014)]
Generation 9: Best Fitness: 105.24002788171646, Per-Enemy Fitness: [np.float64(39.1888590070233), np.float64(92.64704041507838), np.float64(57.17991706964764), np.float64(75.1888590070233)]
Generation 10: Best Fitness: 107.48337256016652, Per-Enemy Fitness: [np.float64(48.17399989261955), np.float64(66.07307397402958), np.float64(56.71400190549114), np.float64(66.27641489804762)]
Generation 11: Best Fitness: 107.48337256016652, Per-Enemy Fitness: [np.float64(48.17399989261955), np.float64(66.07307397402958), np.float64(56.71400190549114), np.float64(66.27641489804762)]
Generation 12: Best Fitness: 107.48337256016652, Per-Enemy Fitness: [np.float64(48.17399989261955), np.float64(66.07307397402958), np.float64(56.71400190549114), np.float64(66.27641489804762)]
Generation 13: Best Fitness: 107.48337256016652, Per-Enemy Fitness: [np.float64(48.17399989261955), np.float64(66.07307397402958), np.float64(56.71400190549114), np.float64(66.27641489804762)]
Generation 14: Best Fitness: 107.48337256016652, Per-Enemy Fitness: [np.float64(48.17399989261955), np.float64(66.07307397402958), np.float64(56.71400190549114), np.float64(66.27641489804762)]
Generation 15: Best Fitness: 120.52329601094905, Per-Enemy Fitness: [np.float64(48.14206684551654), np.float64(91.64704041507838), np.float64(74.76167537496049), np.float64(74.97413402617468)]
Generation 16: Best Fitness: 120.52329601094905, Per-Enemy Fitness: [np.float64(48.14206684551654), np.float64(91.64704041507838), np.float64(74.76167537496049), np.float64(74.97413402617468)]
Generation 17: Best Fitness: 120.52329601094905, Per-Enemy Fitness: [np.float64(48.14206684551654), np.float64(91.64704041507838), np.float64(74.76167537496049), np.float64(74.97413402617468)]
Generation 18: Best Fitness: 120.52329601094905, Per-Enemy Fitness: [np.float64(48.14206684551654), np.float64(91.64704041507838), np.float64(74.76167537496049), np.float64(74.97413402617468)]
Generation 19: Best Fitness: 120.52329601094905, Per-Enemy Fitness: [np.float64(48.14206684551654), np.float64(91.64704041507838), np.float64(74.76167537496049), np.float64(74.97413402617468)]
Generation 20: Best Fitness: 120.52329601094905, Per-Enemy Fitness: [np.float64(48.14206684551654), np.float64(91.64704041507838), np.float64(74.76167537496049), np.float64(74.97413402617468)]
Generation 21: Best Fitness: 147.7120980823264, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.17504998251859), np.float64(65.7480961168341), np.float64(75.14779752022552)]
Generation 22: Best Fitness: 147.7120980823264, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.17504998251859), np.float64(65.7480961168341), np.float64(75.14779752022552)]
Generation 23: Best Fitness: 147.7120980823264, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.17504998251859), np.float64(65.7480961168341), np.float64(75.14779752022552)]
Generation 24: Best Fitness: 147.7120980823264, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.17504998251859), np.float64(65.7480961168341), np.float64(75.14779752022552)]
Generation 25: Best Fitness: 147.7120980823264, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.17504998251859), np.float64(65.7480961168341), np.float64(75.14779752022552)]
Generation 26: Best Fitness: 147.7120980823264, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.17504998251859), np.float64(65.7480961168341), np.float64(75.14779752022552)]
Generation 27: Best Fitness: 147.7120980823264, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.17504998251859), np.float64(65.7480961168341), np.float64(75.14779752022552)]
Generation 28: Best Fitness: 147.7120980823264, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.17504998251859), np.float64(65.7480961168341), np.float64(75.14779752022552)]
Generation 29: Best Fitness: 147.7120980823264, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.17504998251859), np.float64(65.7480961168341), np.float64(75.14779752022552)]
Generation 30: Best Fitness: 154.12665607101212, Per-Enemy Fitness: [np.float64(75.26990021702643), np.float64(91.69061166337202), np.float64(74.86660195700335), np.float64(75.21310261863329)]
Generation 31: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 32: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 33: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 34: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 35: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 36: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 37: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 38: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 39: Best Fitness: 161.79962201529816, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.44704041507838), np.float64(86.19140997390338), np.float64(74.95499468596398)]
Generation 40: Best Fitness: 162.34122151558876, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.9750499825186), np.float64(85.79342407327508), np.float64(75.16226955283406)]
Generation 41: Best Fitness: 162.34122151558876, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.9750499825186), np.float64(85.79342407327508), np.float64(75.16226955283406)]
Generation 42: Best Fitness: 162.34122151558876, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.9750499825186), np.float64(85.79342407327508), np.float64(75.16226955283406)]
Generation 43: Best Fitness: 162.34122151558876, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.9750499825186), np.float64(85.79342407327508), np.float64(75.16226955283406)]
