
Generation 0 - Best Individual for Enemy 3: Fitness: 30.179917, Player Life: 0, Enemy Life: 60.0, Time: 337, Gain: -60.0
Generation 1 - Best Individual for Enemy 3: Fitness: 39.179917, Player Life: 0, Enemy Life: 50.0, Time: 337, Gain: -50.0
Generation 2 - Best Individual for Enemy 3: Fitness: 66.200907, Player Life: 0, Enemy Life: 20.0, Time: 330, Gain: -20.0
Generation 3 - Best Individual for Enemy 3: Fitness: 66.200907, Player Life: 0, Enemy Life: 20.0, Time: 330, Gain: -20.0
Generation 4 - Best Individual for Enemy 3: Fitness: 66.200907, Player Life: 0, Enemy Life: 20.0, Time: 330, Gain: -20.0
Generation 5 - Best Individual for Enemy 3: Fitness: 66.200907, Player Life: 0, Enemy Life: 20.0, Time: 330, Gain: -20.0
Generation 6 - Best Individual for Enemy 3: Fitness: 66.200907, Player Life: 0, Enemy Life: 20.0, Time: 330, Gain: -20.0
Generation 7 - Best Individual for Enemy 3: Fitness: 66.200907, Player Life: 0, Enemy Life: 20.0, Time: 330, Gain: -20.0
Generation 8 - Best Individual for Enemy 3: Fitness: 66.200907, Player Life: 0, Enemy Life: 20.0, Time: 330, Gain: -20.0
Generation 9 - Best Individual for Enemy 3: Fitness: 66.200907, Player Life: 0, Enemy Life: 20.0, Time: 330, Gain: -20.0
Generation 10 - Best Individual for Enemy 3: Fitness: 66.200907, Player Life: 0, Enemy Life: 20.0, Time: 330, Gain: -20.0
Generation 11 - Best Individual for Enemy 3: Fitness: 66.200907, Player Life: 0, Enemy Life: 20.0, Time: 330, Gain: -20.0
Generation 12 - Best Individual for Enemy 3: Fitness: 86.99141, Player Life: 32, Enemy Life: 0, Time: 497, Gain: 32
Generation 13 - Best Individual for Enemy 3: Fitness: 86.99141, Player Life: 32, Enemy Life: 0, Time: 497, Gain: 32
Generation 14 - Best Individual for Enemy 3: Fitness: 86.99141, Player Life: 32, Enemy Life: 0, Time: 497, Gain: 32
Generation 15 - Best Individual for Enemy 3: Fitness: 86.99141, Player Life: 32, Enemy Life: 0, Time: 497, Gain: 32
Generation 16 - Best Individual for Enemy 3: Fitness: 86.99141, Player Life: 32, Enemy Life: 0, Time: 497, Gain: 32
Generation 17 - Best Individual for Enemy 3: Fitness: 86.99141, Player Life: 32, Enemy Life: 0, Time: 497, Gain: 32
Generation 18 - Best Individual for Enemy 3: Fitness: 86.99141, Player Life: 32, Enemy Life: 0, Time: 497, Gain: 32
Generation 19 - Best Individual for Enemy 3: Fitness: 86.99141, Player Life: 32, Enemy Life: 0, Time: 497, Gain: 32
Generation 20 - Best Individual for Enemy 3: Fitness: 89.849357, Player Life: 58, Enemy Life: 0, Time: 384, Gain: 58
Generation 21 - Best Individual for Enemy 3: Fitness: 89.849357, Player Life: 58, Enemy Life: 0, Time: 384, Gain: 58
Generation 22 - Best Individual for Enemy 3: Fitness: 89.849357, Player Life: 58, Enemy Life: 0, Time: 384, Gain: 58
Generation 23 - Best Individual for Enemy 3: Fitness: 89.849357, Player Life: 58, Enemy Life: 0, Time: 384, Gain: 58
Generation 24 - Best Individual for Enemy 3: Fitness: 89.849357, Player Life: 58, Enemy Life: 0, Time: 384, Gain: 58
Generation 25 - Best Individual for Enemy 3: Fitness: 89.849357, Player Life: 58, Enemy Life: 0, Time: 384, Gain: 58
Generation 26 - Best Individual for Enemy 3: Fitness: 89.849357, Player Life: 58, Enemy Life: 0, Time: 384, Gain: 58
Generation 27 - Best Individual for Enemy 3: Fitness: 89.849357, Player Life: 58, Enemy Life: 0, Time: 384, Gain: 58
Generation 28 - Best Individual for Enemy 3: Fitness: 89.849357, Player Life: 58, Enemy Life: 0, Time: 384, Gain: 58
Generation 29 - Best Individual for Enemy 3: Fitness: 89.849357, Player Life: 58, Enemy Life: 0, Time: 384, Gain: 58
Generation 30 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 31 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 32 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 33 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
