
Generation 0 - Best Individual for Enemy 3: Fitness: 30.179917, Player Life: 0, Enemy Life: 60.0, Time: 337, Gain: -60.0
Generation 34 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 35 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 36 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 37 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 38 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 39 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 40 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 41 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 42 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 43 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 44 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 45 - Best Individual for Enemy 3: Fitness: 87.39141, Player Life: 36, Enemy Life: 0, Time: 497, Gain: 36
Generation 46 - Best Individual for Enemy 3: Fitness: 86.640905, Player Life: 28, Enemy Life: 0, Time: 473, Gain: 28
Generation 47 - Best Individual for Enemy 3: Fitness: 86.640905, Player Life: 28, Enemy Life: 0, Time: 473, Gain: 28
Generation 48 - Best Individual for Enemy 3: Fitness: 86.640905, Player Life: 28, Enemy Life: 0, Time: 473, Gain: 28
Generation 49 - Best Individual for Enemy 3: Fitness: 86.640905, Player Life: 28, Enemy Life: 0, Time: 473, Gain: 28
