
Generation 0 - Best Individual for Enemy 4: Fitness: 21.405289, Player Life: 0, Enemy Life: 70.0, Time: 269, Gain: -70.0
Generation 24 - Best Individual for Enemy 4: Fitness: 84.018299, Player Life: 7.600000000000232, Enemy Life: 0, Time: 847, Gain: 7.600000000000232
Generation 25 - Best Individual for Enemy 4: Fitness: 84.018299, Player Life: 7.600000000000232, Enemy Life: 0, Time: 847, Gain: 7.600000000000232
Generation 26 - Best Individual for Enemy 4: Fitness: 84.018299, Player Life: 7.600000000000232, Enemy Life: 0, Time: 847, Gain: 7.600000000000232
Generation 27 - Best Individual for Enemy 4: Fitness: 84.018299, Player Life: 7.600000000000232, Enemy Life: 0, Time: 847, Gain: 7.600000000000232
Generation 28 - Best Individual for Enemy 4: Fitness: 84.018299, Player Life: 7.600000000000232, Enemy Life: 0, Time: 847, Gain: 7.600000000000232
Generation 29 - Best Individual for Enemy 4: Fitness: 84.018299, Player Life: 7.600000000000232, Enemy Life: 0, Time: 847, Gain: 7.600000000000232
Generation 30 - Best Individual for Enemy 4: Fitness: 56.860115, Player Life: 0, Enemy Life: 30.0, Time: 464, Gain: -30.0
Generation 31 - Best Individual for Enemy 4: Fitness: 56.860115, Player Life: 0, Enemy Life: 30.0, Time: 464, Gain: -30.0
Generation 32 - Best Individual for Enemy 4: Fitness: 56.860115, Player Life: 0, Enemy Life: 30.0, Time: 464, Gain: -30.0
Generation 33 - Best Individual for Enemy 4: Fitness: 56.860115, Player Life: 0, Enemy Life: 30.0, Time: 464, Gain: -30.0
Generation 34 - Best Individual for Enemy 4: Fitness: 56.860115, Player Life: 0, Enemy Life: 30.0, Time: 464, Gain: -30.0
Generation 35 - Best Individual for Enemy 4: Fitness: 56.860115, Player Life: 0, Enemy Life: 30.0, Time: 464, Gain: -30.0
Generation 36 - Best Individual for Enemy 4: Fitness: 56.860115, Player Life: 0, Enemy Life: 30.0, Time: 464, Gain: -30.0
Generation 37 - Best Individual for Enemy 4: Fitness: 56.860115, Player Life: 0, Enemy Life: 30.0, Time: 464, Gain: -30.0
Generation 38 - Best Individual for Enemy 4: Fitness: 56.860115, Player Life: 0, Enemy Life: 30.0, Time: 464, Gain: -30.0
Generation 39 - Best Individual for Enemy 4: Fitness: 56.860115, Player Life: 0, Enemy Life: 30.0, Time: 464, Gain: -30.0
Generation 40 - Best Individual for Enemy 4: Fitness: 84.650206, Player Life: 14.800000000000228, Enemy Life: 0, Time: 925, Gain: 14.800000000000228
Generation 41 - Best Individual for Enemy 4: Fitness: 84.650206, Player Life: 14.800000000000228, Enemy Life: 0, Time: 925, Gain: 14.800000000000228
Generation 42 - Best Individual for Enemy 4: Fitness: 84.650206, Player Life: 14.800000000000228, Enemy Life: 0, Time: 925, Gain: 14.800000000000228
Generation 43 - Best Individual for Enemy 4: Fitness: 84.650206, Player Life: 14.800000000000228, Enemy Life: 0, Time: 925, Gain: 14.800000000000228
Generation 44 - Best Individual for Enemy 4: Fitness: 84.650206, Player Life: 14.800000000000228, Enemy Life: 0, Time: 925, Gain: 14.800000000000228
Generation 45 - Best Individual for Enemy 4: Fitness: 84.650206, Player Life: 14.800000000000228, Enemy Life: 0, Time: 925, Gain: 14.800000000000228
Generation 46 - Best Individual for Enemy 4: Fitness: 84.650206, Player Life: 14.800000000000228, Enemy Life: 0, Time: 925, Gain: 14.800000000000228
Generation 47 - Best Individual for Enemy 4: Fitness: 84.650206, Player Life: 14.800000000000228, Enemy Life: 0, Time: 925, Gain: 14.800000000000228
Generation 48 - Best Individual for Enemy 4: Fitness: 84.650206, Player Life: 14.800000000000228, Enemy Life: 0, Time: 925, Gain: 14.800000000000228
Generation 49 - Best Individual for Enemy 4: Fitness: 84.650206, Player Life: 14.800000000000228, Enemy Life: 0, Time: 925, Gain: 14.800000000000228
