Generation 0: Best Fitness: 75.82329551764116, Per-Enemy Fitness: [np.float64(21.269900217026425), np.float64(91.49061166337202), np.float64(30.179917069647637), np.float64(75.2731522524128)]
Generation 1: Best Fitness: 75.82329551764116, Per-Enemy Fitness: [np.float64(21.269900217026425), np.float64(91.49061166337202), np.float64(30.179917069647637), np.float64(75.2731522524128)]
Generation 2: Best Fitness: 81.43717716737217, Per-Enemy Fitness: [np.float64(21.269900217026425), np.float64(86.69874178945527), np.float64(57.424050896853686), np.float64(75.27641489804762)]
Generation 3: Best Fitness: 96.38501689648409, Per-Enemy Fitness: [np.float64(39.269900217026425), np.float64(66.1828888400368), np.float64(56.744249958246634), np.float64(66.2634277025208)]
Generation 4: Best Fitness: 96.38501689648409, Per-Enemy Fitness: [np.float64(39.269900217026425), np.float64(66.1828888400368), np.float64(56.744249958246634), np.float64(66.2634277025208)]
Generation 5: Best Fitness: 96.38501689648409, Per-Enemy Fitness: [np.float64(39.269900217026425), np.float64(66.1828888400368), np.float64(56.744249958246634), np.float64(66.2634277025208)]
Generation 6: Best Fitness: 96.38501689648409, Per-Enemy Fitness: [np.float64(39.269900217026425), np.float64(66.1828888400368), np.float64(56.744249958246634), np.float64(66.2634277025208)]
Generation 7: Best Fitness: 96.38501689648409, Per-Enemy Fitness: [np.float64(39.269900217026425), np.float64(66.1828888400368), np.float64(56.744249958246634), np.float64(66.2634277025208)]
Generation 8: Best Fitness: 96.38501689648409, Per-Enemy Fitness: [np.float64(39.269900217026425), np.float64(66.1828888400368), np.float64(56.744249958246634), np.float64(66.2634277025208)]
Generation 9: Best Fitness: 111.90396292137686, Per-Enemy Fitness: [np.float64(39.241098226122716), np.float64(91.37237888630936), np.float64(65.85796259441264), np.float64(94.18001907417188)]
Generation 10: Best Fitness: 111.90396292137686, Per-Enemy Fitness: [np.float64(39.241098226122716), np.float64(91.37237888630936), np.float64(65.85796259441264), np.float64(94.18001907417188)]
Generation 11: Best Fitness: 111.90396292137686, Per-Enemy Fitness: [np.float64(39.241098226122716), np.float64(91.37237888630936), np.float64(65.85796259441264), np.float64(94.18001907417188)]
Generation 12: Best Fitness: 111.90396292137686, Per-Enemy Fitness: [np.float64(39.241098226122716), np.float64(91.37237888630936), np.float64(65.85796259441264), np.float64(94.18001907417188)]
Generation 13: Best Fitness: 111.90396292137686, Per-Enemy Fitness: [np.float64(39.241098226122716), np.float64(91.37237888630936), np.float64(65.85796259441264), np.float64(94.18001907417188)]
Generation 14: Best Fitness: 111.90396292137686, Per-Enemy Fitness: [np.float64(39.241098226122716), np.float64(91.37237888630936), np.float64(65.85796259441264), np.float64(94.18001907417188)]
Generation 15: Best Fitness: 112.84120853436949, Per-Enemy Fitness: [np.float64(48.17991706964764), np.float64(57.19486503108351), np.float64(86.76755198344948), np.float64(66.50283177470679)]
Generation 16: Best Fitness: 112.84120853436949, Per-Enemy Fitness: [np.float64(48.17991706964764), np.float64(57.19486503108351), np.float64(86.76755198344948), np.float64(66.50283177470679)]
