Generation 0: Best Fitness: 75.82329551764116, Per-Enemy Fitness: [np.float64(21.269900217026425), np.float64(91.49061166337202), np.float64(30.179917069647637), np.float64(75.2731522524128)]
Generation 17: Best Fitness: 112.84120853436949, Per-Enemy Fitness: [np.float64(48.17991706964764), np.float64(57.19486503108351), np.float64(86.76755198344948), np.float64(66.50283177470679)]
Generation 18: Best Fitness: 124.81254537638043, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(91.33703951986405), np.float64(56.875316609105795), np.float64(66.26665872310225)]
Generation 19: Best Fitness: 125.96168297713541, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(57.08110614572686), np.float64(85.56755198344948), np.float64(66.69669509194092)]
Generation 20: Best Fitness: 140.5970005458398, Per-Enemy Fitness: [np.float64(66.26665872310225), np.float64(92.04704041507837), np.float64(65.77346333071253), np.float64(75.20698639161586)]
Generation 21: Best Fitness: 140.5970005458398, Per-Enemy Fitness: [np.float64(66.26665872310225), np.float64(92.04704041507837), np.float64(65.77346333071253), np.float64(75.20698639161586)]
Generation 22: Best Fitness: 140.5970005458398, Per-Enemy Fitness: [np.float64(66.26665872310225), np.float64(92.04704041507837), np.float64(65.77346333071253), np.float64(75.20698639161586)]
Generation 23: Best Fitness: 140.5970005458398, Per-Enemy Fitness: [np.float64(66.26665872310225), np.float64(92.04704041507837), np.float64(65.77346333071253), np.float64(75.20698639161586)]
Generation 24: Best Fitness: 140.5970005458398, Per-Enemy Fitness: [np.float64(66.26665872310225), np.float64(92.04704041507837), np.float64(65.77346333071253), np.float64(75.20698639161586)]
Generation 25: Best Fitness: 140.5970005458398, Per-Enemy Fitness: [np.float64(66.26665872310225), np.float64(92.04704041507837), np.float64(65.77346333071253), np.float64(75.20698639161586)]
Generation 26: Best Fitness: 140.5970005458398, Per-Enemy Fitness: [np.float64(66.26665872310225), np.float64(92.04704041507837), np.float64(65.77346333071253), np.float64(75.20698639161586)]
Generation 27: Best Fitness: 140.5970005458398, Per-Enemy Fitness: [np.float64(66.26665872310225), np.float64(92.04704041507837), np.float64(65.77346333071253), np.float64(75.20698639161586)]
Generation 28: Best Fitness: 140.9447935231791, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.37237888630936), np.float64(74.78739390424847), np.float64(66.26990021702643)]
Generation 29: Best Fitness: 140.9447935231791, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.37237888630936), np.float64(74.78739390424847), np.float64(66.26990021702643)]
Generation 30: Best Fitness: 140.9447935231791, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.37237888630936), np.float64(74.78739390424847), np.float64(66.26990021702643)]
Generation 31: Best Fitness: 140.9447935231791, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.37237888630936), np.float64(74.78739390424847), np.float64(66.26990021702643)]
Generation 32: Best Fitness: 140.9447935231791, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.37237888630936), np.float64(74.78739390424847), np.float64(66.26990021702643)]
Generation 33: Best Fitness: 146.74124159961173, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.49061166337202), np.float64(88.81858578874552), np.float64(75.3062678611973)]
Generation 34: Best Fitness: 146.74124159961173, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.49061166337202), np.float64(88.81858578874552), np.float64(75.3062678611973)]
Generation 35: Best Fitness: 146.74124159961173, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.49061166337202), np.float64(88.81858578874552), np.float64(75.3062678611973)]
Generation 36: Best Fitness: 146.74124159961173, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.49061166337202), np.float64(88.81858578874552), np.float64(75.3062678611973)]
Generation 37: Best Fitness: 146.74124159961173, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.49061166337202), np.float64(88.81858578874552), np.float64(75.3062678611973)]
Generation 38: Best Fitness: 146.74124159961173, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(91.49061166337202), np.float64(88.81858578874552), np.float64(75.3062678611973)]
Generation 39: Best Fitness: 157.57459054995553, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(75.21925648420768), np.float64(84.06660195700336), np.float64(75.28297229859378)]
Generation 40: Best Fitness: 157.57459054995553, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(75.21925648420768), np.float64(84.06660195700336), np.float64(75.28297229859378)]
Generation 41: Best Fitness: 157.57459054995553, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(75.21925648420768), np.float64(84.06660195700336), np.float64(75.28297229859378)]
Generation 42: Best Fitness: 157.57459054995553, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(75.21925648420768), np.float64(84.06660195700336), np.float64(75.28297229859378)]
Generation 43: Best Fitness: 157.57459054995553, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(75.21925648420768), np.float64(84.06660195700336), np.float64(75.28297229859378)]
Generation 44: Best Fitness: 157.57459054995553, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(75.21925648420768), np.float64(84.06660195700336), np.float64(75.28297229859378)]
Generation 45: Best Fitness: 162.59473538262898, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.44704041507838), np.float64(88.4117358769174), np.float64(75.1335319430667)]
Generation 46: Best Fitness: 162.59473538262898, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.44704041507838), np.float64(88.4117358769174), np.float64(75.1335319430667)]
Generation 47: Best Fitness: 162.59473538262898, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.44704041507838), np.float64(88.4117358769174), np.float64(75.1335319430667)]
Generation 48: Best Fitness: 162.59473538262898, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.44704041507838), np.float64(88.4117358769174), np.float64(75.1335319430667)]
Generation 49: Best Fitness: 162.59473538262898, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.44704041507838), np.float64(88.4117358769174), np.float64(75.1335319430667)]
Generation 50: Best Fitness: 162.59473538262898, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.44704041507838), np.float64(88.4117358769174), np.float64(75.1335319430667)]
Generation 51: Best Fitness: 162.59473538262898, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.44704041507838), np.float64(88.4117358769174), np.float64(75.1335319430667)]
Generation 52: Best Fitness: 162.59473538262898, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.44704041507838), np.float64(88.4117358769174), np.float64(75.1335319430667)]
Generation 53: Best Fitness: 162.59473538262898, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.44704041507838), np.float64(88.4117358769174), np.float64(75.1335319430667)]
Generation 54: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 55: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 56: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 57: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 58: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 59: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 60: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 61: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 62: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 63: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 64: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 65: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 66: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 67: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 68: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 69: Best Fitness: 163.53273370001688, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(91.49061166337202), np.float64(88.40763751052512), np.float64(75.87603602059674)]
Generation 70: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 71: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 72: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 73: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 74: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 75: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 76: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 77: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 78: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 79: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 80: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 81: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 82: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 83: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 84: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 85: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 86: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 87: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 88: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 89: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 90: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 91: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 92: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 93: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 94: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 95: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 96: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 97: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 98: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
Generation 99: Best Fitness: 164.23432557742512, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.93703951986404), np.float64(91.85457939139343), np.float64(75.67212383121041)]
