Enemy, Run, Enemy_Group, Fitness, Player_Life, Enemy_Life, Time, Gain
Enemy 8, Test Run 6, Run 2, Enemy Group enemies_group_one, Fitness: 30.299556426609314, Player Life: 0, Enemy Life: 60.0, Time: 299, Gain: -60.0
Enemy 8, Test Run 7, Run 2, Enemy Group enemies_group_one, Fitness: 30.299556426609314, Player Life: 0, Enemy Life: 60.0, Time: 299, Gain: -60.0
Enemy 8, Test Run 8, Run 2, Enemy Group enemies_group_one, Fitness: 30.299556426609314, Player Life: 0, Enemy Life: 60.0, Time: 299, Gain: -60.0
Enemy 8, Test Run 9, Run 2, Enemy Group enemies_group_one, Fitness: 30.299556426609314, Player Life: 0, Enemy Life: 60.0, Time: 299, Gain: -60.0
Enemy 8, Test Run 10, Run 2, Enemy Group enemies_group_one, Fitness: 30.299556426609314, Player Life: 0, Enemy Life: 60.0, Time: 299, Gain: -60.0
Enemy 1, Test Run 1, Run 3, Enemy Group enemies_group_one, Fitness: 66.26990021702643, Player Life: 0, Enemy Life: 20.0, Time: 308, Gain: -20.0
Enemy 1, Test Run 2, Run 3, Enemy Group enemies_group_one, Fitness: 66.26990021702643, Player Life: 0, Enemy Life: 20.0, Time: 308, Gain: -20.0
Enemy 1, Test Run 3, Run 3, Enemy Group enemies_group_one, Fitness: 66.26990021702643, Player Life: 0, Enemy Life: 20.0, Time: 308, Gain: -20.0
Enemy 1, Test Run 4, Run 3, Enemy Group enemies_group_one, Fitness: 66.26990021702643, Player Life: 0, Enemy Life: 20.0, Time: 308, Gain: -20.0
Enemy 1, Test Run 5, Run 3, Enemy Group enemies_group_one, Fitness: 66.26990021702643, Player Life: 0, Enemy Life: 20.0, Time: 308, Gain: -20.0
Enemy 1, Test Run 6, Run 3, Enemy Group enemies_group_one, Fitness: 66.26990021702643, Player Life: 0, Enemy Life: 20.0, Time: 308, Gain: -20.0
Enemy 1, Test Run 7, Run 3, Enemy Group enemies_group_one, Fitness: 66.26990021702643, Player Life: 0, Enemy Life: 20.0, Time: 308, Gain: -20.0
