
Generation 0 - Best Individual for Enemy 1: Fitness: 21.2699, Player Life: 0, Enemy Life: 70.0, Time: 308, Gain: -70.0
Generation 17 - Best Individual for Enemy 1: Fitness: 21.2699, Player Life: 0, Enemy Life: 70.0, Time: 308, Gain: -70.0
Generation 18 - Best Individual for Enemy 1: Fitness: 21.2699, Player Life: 0, Enemy Life: 70.0, Time: 308, Gain: -70.0
Generation 19 - Best Individual for Enemy 1: Fitness: 21.2699, Player Life: 0, Enemy Life: 70.0, Time: 308, Gain: -70.0
Generation 20 - Best Individual for Enemy 1: Fitness: 48.197882, Player Life: 0, Enemy Life: 40.0, Time: 331, Gain: -40.0
Generation 21 - Best Individual for Enemy 1: Fitness: 48.197882, Player Life: 0, Enemy Life: 40.0, Time: 331, Gain: -40.0
Generation 22 - Best Individual for Enemy 1: Fitness: 48.197882, Player Life: 0, Enemy Life: 40.0, Time: 331, Gain: -40.0
Generation 23 - Best Individual for Enemy 1: Fitness: 48.197882, Player Life: 0, Enemy Life: 40.0, Time: 331, Gain: -40.0
Generation 24 - Best Individual for Enemy 1: Fitness: 48.197882, Player Life: 0, Enemy Life: 40.0, Time: 331, Gain: -40.0
Generation 25 - Best Individual for Enemy 1: Fitness: 48.197882, Player Life: 0, Enemy Life: 40.0, Time: 331, Gain: -40.0
Generation 26 - Best Individual for Enemy 1: Fitness: 48.197882, Player Life: 0, Enemy Life: 40.0, Time: 331, Gain: -40.0
Generation 27 - Best Individual for Enemy 1: Fitness: 48.197882, Player Life: 0, Enemy Life: 40.0, Time: 331, Gain: -40.0
Generation 28 - Best Individual for Enemy 1: Fitness: 48.197882, Player Life: 0, Enemy Life: 40.0, Time: 331, Gain: -40.0
Generation 29 - Best Individual for Enemy 1: Fitness: 66.197882, Player Life: 0, Enemy Life: 20.0, Time: 331, Gain: -20.0
Generation 30 - Best Individual for Enemy 1: Fitness: 94.918596, Player Life: 100, Enemy Life: 0, Time: 161, Gain: 100
Generation 31 - Best Individual for Enemy 1: Fitness: 94.918596, Player Life: 100, Enemy Life: 0, Time: 161, Gain: 100
Generation 32 - Best Individual for Enemy 1: Fitness: 94.918596, Player Life: 100, Enemy Life: 0, Time: 161, Gain: 100
Generation 33 - Best Individual for Enemy 1: Fitness: 94.918596, Player Life: 100, Enemy Life: 0, Time: 161, Gain: 100
Generation 34 - Best Individual for Enemy 1: Fitness: 94.918596, Player Life: 100, Enemy Life: 0, Time: 161, Gain: 100
Generation 35 - Best Individual for Enemy 1: Fitness: 94.918596, Player Life: 100, Enemy Life: 0, Time: 161, Gain: 100
Generation 36 - Best Individual for Enemy 1: Fitness: 94.918596, Player Life: 100, Enemy Life: 0, Time: 161, Gain: 100
Generation 37 - Best Individual for Enemy 1: Fitness: 94.918596, Player Life: 100, Enemy Life: 0, Time: 161, Gain: 100
Generation 38 - Best Individual for Enemy 1: Fitness: 94.918596, Player Life: 100, Enemy Life: 0, Time: 161, Gain: 100
Generation 39 - Best Individual for Enemy 1: Fitness: 94.918596, Player Life: 100, Enemy Life: 0, Time: 161, Gain: 100
Generation 40 - Best Individual for Enemy 1: Fitness: 94.852506, Player Life: 100, Enemy Life: 0, Time: 172, Gain: 100
Generation 41 - Best Individual for Enemy 1: Fitness: 94.852506, Player Life: 100, Enemy Life: 0, Time: 172, Gain: 100
Generation 42 - Best Individual for Enemy 1: Fitness: 94.852506, Player Life: 100, Enemy Life: 0, Time: 172, Gain: 100
Generation 43 - Best Individual for Enemy 1: Fitness: 94.852506, Player Life: 100, Enemy Life: 0, Time: 172, Gain: 100
Generation 44 - Best Individual for Enemy 1: Fitness: 94.785064, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Generation 45 - Best Individual for Enemy 1: Fitness: 94.785064, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Generation 46 - Best Individual for Enemy 1: Fitness: 94.785064, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Generation 47 - Best Individual for Enemy 1: Fitness: 94.785064, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Generation 48 - Best Individual for Enemy 1: Fitness: 94.785064, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
Generation 49 - Best Individual for Enemy 1: Fitness: 94.785064, Player Life: 100, Enemy Life: 0, Time: 184, Gain: 100
