
Generation 0 - Best Individual for Enemy 5: Fitness: 88.026497, Player Life: 39.40000000000028, Enemy Life: 0, Time: 370, Gain: 39.40000000000028
Generation 1 - Best Individual for Enemy 5: Fitness: 90.344051, Player Life: 59.20000000000033, Enemy Life: 0, Time: 264, Gain: 59.20000000000033
Generation 2 - Best Individual for Enemy 5: Fitness: 90.344051, Player Life: 59.20000000000033, Enemy Life: 0, Time: 264, Gain: 59.20000000000033
Generation 3 - Best Individual for Enemy 5: Fitness: 90.344051, Player Life: 59.20000000000033, Enemy Life: 0, Time: 264, Gain: 59.20000000000033
Generation 4 - Best Individual for Enemy 5: Fitness: 90.344051, Player Life: 59.20000000000033, Enemy Life: 0, Time: 264, Gain: 59.20000000000033
Generation 5 - Best Individual for Enemy 5: Fitness: 90.344051, Player Life: 59.20000000000033, Enemy Life: 0, Time: 264, Gain: 59.20000000000033
Generation 6 - Best Individual for Enemy 5: Fitness: 89.001578, Player Life: 46.0000000000003, Enemy Life: 0, Time: 270, Gain: 46.0000000000003
Generation 7 - Best Individual for Enemy 5: Fitness: 90.423229, Player Life: 60.40000000000033, Enemy Life: 0, Time: 275, Gain: 60.40000000000033
Generation 8 - Best Individual for Enemy 5: Fitness: 90.423229, Player Life: 60.40000000000033, Enemy Life: 0, Time: 275, Gain: 60.40000000000033
Generation 9 - Best Individual for Enemy 5: Fitness: 90.423229, Player Life: 60.40000000000033, Enemy Life: 0, Time: 275, Gain: 60.40000000000033
Generation 10 - Best Individual for Enemy 5: Fitness: 90.126872, Player Life: 57.400000000000325, Enemy Life: 0, Time: 274, Gain: 57.400000000000325
Generation 11 - Best Individual for Enemy 5: Fitness: 90.863536, Player Life: 63.40000000000034, Enemy Life: 0, Time: 239, Gain: 63.40000000000034
Generation 12 - Best Individual for Enemy 5: Fitness: 90.863536, Player Life: 63.40000000000034, Enemy Life: 0, Time: 239, Gain: 63.40000000000034
Generation 13 - Best Individual for Enemy 5: Fitness: 90.863536, Player Life: 63.40000000000034, Enemy Life: 0, Time: 239, Gain: 63.40000000000034
Generation 14 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 15 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 16 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 17 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 18 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 19 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 20 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 21 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 22 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 23 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 24 - Best Individual for Enemy 5: Fitness: 90.464051, Player Life: 60.40000000000033, Enemy Life: 0, Time: 264, Gain: 60.40000000000033
Generation 25 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 26 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 27 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 28 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 29 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 30 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 31 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 32 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 33 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 34 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
Generation 35 - Best Individual for Enemy 5: Fitness: 90.869013, Player Life: 64.60000000000034, Enemy Life: 0, Time: 268, Gain: 64.60000000000034
