Generation 0: Best Fitness: 75.82086438016815, Per-Enemy Fitness: [np.float64(21.269900217026425), np.float64(91.49061166337202), np.float64(30.179917069647637), np.float64(75.2634277025208)]
Generation 1: Best Fitness: 75.82329551764116, Per-Enemy Fitness: [np.float64(21.269900217026425), np.float64(91.49061166337202), np.float64(30.179917069647637), np.float64(75.2731522524128)]
Generation 2: Best Fitness: 78.4433049646595, Per-Enemy Fitness: [np.float64(30.17399989261955), np.float64(39.20394224923463), np.float64(48.17991706964764), np.float64(75.51936107665802)]
Generation 3: Best Fitness: 78.4433049646595, Per-Enemy Fitness: [np.float64(30.17399989261955), np.float64(39.20394224923463), np.float64(48.17991706964764), np.float64(75.51936107665802)]
Generation 4: Best Fitness: 78.4433049646595, Per-Enemy Fitness: [np.float64(30.17399989261955), np.float64(39.20394224923463), np.float64(48.17991706964764), np.float64(75.51936107665802)]
Generation 5: Best Fitness: 78.4433049646595, Per-Enemy Fitness: [np.float64(30.17399989261955), np.float64(39.20394224923463), np.float64(48.17991706964764), np.float64(75.51936107665802)]
Generation 6: Best Fitness: 84.73248571079723, Per-Enemy Fitness: [np.float64(21.1888590070233), np.float64(91.49061166337202), np.float64(65.88410787451697), np.float64(75.61092827018349)]
Generation 7: Best Fitness: 84.73248571079723, Per-Enemy Fitness: [np.float64(21.1888590070233), np.float64(91.49061166337202), np.float64(65.88410787451697), np.float64(75.61092827018349)]
Generation 8: Best Fitness: 84.73248571079723, Per-Enemy Fitness: [np.float64(21.1888590070233), np.float64(91.49061166337202), np.float64(65.88410787451697), np.float64(75.61092827018349)]
Generation 9: Best Fitness: 84.73248571079723, Per-Enemy Fitness: [np.float64(21.1888590070233), np.float64(91.49061166337202), np.float64(65.88410787451697), np.float64(75.61092827018349)]
Generation 10: Best Fitness: 84.73248571079723, Per-Enemy Fitness: [np.float64(21.1888590070233), np.float64(91.49061166337202), np.float64(65.88410787451697), np.float64(75.61092827018349)]
Generation 11: Best Fitness: 87.08834175032933, Per-Enemy Fitness: [np.float64(21.269900217026425), np.float64(91.49061166337202), np.float64(75.20698639161586), np.float64(75.3062678611973)]
Generation 12: Best Fitness: 98.59196218407908, Per-Enemy Fitness: [np.float64(39.17991706964764), np.float64(75.07574420258547), np.float64(56.72523797875806), np.float64(66.66728120673463)]
Generation 13: Best Fitness: 107.44482354834531, Per-Enemy Fitness: [np.float64(48.0704108566101), np.float64(48.08649699436173), np.float64(74.72523797875806), np.float64(66.61550493721091)]
Generation 14: Best Fitness: 107.44482354834531, Per-Enemy Fitness: [np.float64(48.0704108566101), np.float64(48.08649699436173), np.float64(74.72523797875806), np.float64(66.61550493721091)]
Generation 15: Best Fitness: 107.44482354834531, Per-Enemy Fitness: [np.float64(48.0704108566101), np.float64(48.08649699436173), np.float64(74.72523797875806), np.float64(66.61550493721091)]
Generation 16: Best Fitness: 107.44482354834531, Per-Enemy Fitness: [np.float64(48.0704108566101), np.float64(48.08649699436173), np.float64(74.72523797875806), np.float64(66.61550493721091)]
Generation 17: Best Fitness: 107.44482354834531, Per-Enemy Fitness: [np.float64(48.0704108566101), np.float64(48.08649699436173), np.float64(74.72523797875806), np.float64(66.61550493721091)]
Generation 18: Best Fitness: 107.44482354834531, Per-Enemy Fitness: [np.float64(48.0704108566101), np.float64(48.08649699436173), np.float64(74.72523797875806), np.float64(66.61550493721091)]
Generation 19: Best Fitness: 107.44482354834531, Per-Enemy Fitness: [np.float64(48.0704108566101), np.float64(48.08649699436173), np.float64(74.72523797875806), np.float64(66.61550493721091)]
Generation 20: Best Fitness: 109.41782597970001, Per-Enemy Fitness: [np.float64(48.10284613236326), np.float64(75.07041085661011), np.float64(47.77742373192863), np.float64(75.61092827018349)]
Generation 21: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 22: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 23: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 24: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 25: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 26: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 27: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 28: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 29: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 30: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 31: Best Fitness: 113.43245144716082, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(48.12788221052458), np.float64(89.4117358769174), np.float64(66.49874178945527)]
Generation 32: Best Fitness: 115.62994385312277, Per-Enemy Fitness: [np.float64(48.17991706964764), np.float64(66.10559716573515), np.float64(89.01585110906252), np.float64(66.49874178945527)]
Generation 33: Best Fitness: 117.60141125439628, Per-Enemy Fitness: [np.float64(48.165189262937396), np.float64(75.06510580438041), np.float64(88.01585110906252), np.float64(66.49874178945527)]
Generation 34: Best Fitness: 117.60141125439628, Per-Enemy Fitness: [np.float64(48.165189262937396), np.float64(75.06510580438041), np.float64(88.01585110906252), np.float64(66.49874178945527)]
Generation 35: Best Fitness: 120.99867848719126, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(57.12226421822036), np.float64(74.70473399856036), np.float64(66.49874178945527)]
Generation 36: Best Fitness: 120.99867848719126, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(57.12226421822036), np.float64(74.70473399856036), np.float64(66.49874178945527)]
Generation 37: Best Fitness: 122.87355377991307, Per-Enemy Fitness: [np.float64(57.17991706964764), np.float64(75.06775481255198), np.float64(56.72712299345383), np.float64(75.61092827018349)]
Generation 38: Best Fitness: 137.478016327057, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(66.07041085661011), np.float64(86.76755198344948), np.float64(66.61550493721091)]
Generation 39: Best Fitness: 118.37334590921418, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21310261863329), np.float64(56.74809611683411), np.float64(66.26990021702643)]
Generation 40: Best Fitness: 118.37334590921418, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21310261863329), np.float64(56.74809611683411), np.float64(66.26990021702643)]
Generation 41: Best Fitness: 118.37334590921418, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21310261863329), np.float64(56.74809611683411), np.float64(66.26990021702643)]
Generation 42: Best Fitness: 118.37334590921418, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21310261863329), np.float64(56.74809611683411), np.float64(66.26990021702643)]
Generation 43: Best Fitness: 118.37334590921418, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21310261863329), np.float64(56.74809611683411), np.float64(66.26990021702643)]
Generation 44: Best Fitness: 118.37334590921418, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21310261863329), np.float64(56.74809611683411), np.float64(66.26990021702643)]
Generation 45: Best Fitness: 118.37334590921418, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21310261863329), np.float64(56.74809611683411), np.float64(66.26990021702643)]
Generation 46: Best Fitness: 118.37334590921418, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21310261863329), np.float64(56.74809611683411), np.float64(66.26990021702643)]
Generation 47: Best Fitness: 136.78554914976922, Per-Enemy Fitness: [np.float64(66.16811752271649), np.float64(75.07574420258547), np.float64(74.72712299345383), np.float64(66.49874178945527)]
Generation 48: Best Fitness: 138.35913140786667, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(66.21617481767026), np.float64(89.81585110906252), np.float64(66.26990021702643)]
Generation 49: Best Fitness: 138.35913140786667, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(66.21617481767026), np.float64(89.81585110906252), np.float64(66.26990021702643)]
Generation 50: Best Fitness: 138.35913140786667, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(66.21617481767026), np.float64(89.81585110906252), np.float64(66.26990021702643)]
Generation 51: Best Fitness: 139.5912680850386, Per-Enemy Fitness: [np.float64(66.15645558296865), np.float64(75.19788162462294), np.float64(86.04090461150807), np.float64(66.34400818918014)]
Generation 52: Best Fitness: 139.5912680850386, Per-Enemy Fitness: [np.float64(66.15645558296865), np.float64(75.19788162462294), np.float64(86.04090461150807), np.float64(66.34400818918014)]
Generation 53: Best Fitness: 139.5912680850386, Per-Enemy Fitness: [np.float64(66.15645558296865), np.float64(75.19788162462294), np.float64(86.04090461150807), np.float64(66.34400818918014)]
Generation 54: Best Fitness: 139.5912680850386, Per-Enemy Fitness: [np.float64(66.15645558296865), np.float64(75.19788162462294), np.float64(86.04090461150807), np.float64(66.34400818918014)]
Generation 55: Best Fitness: 139.5912680850386, Per-Enemy Fitness: [np.float64(66.15645558296865), np.float64(75.19788162462294), np.float64(86.04090461150807), np.float64(66.34400818918014)]
Generation 56: Best Fitness: 139.5912680850386, Per-Enemy Fitness: [np.float64(66.15645558296865), np.float64(75.19788162462294), np.float64(86.04090461150807), np.float64(66.34400818918014)]
Generation 57: Best Fitness: 139.5912680850386, Per-Enemy Fitness: [np.float64(66.15645558296865), np.float64(75.19788162462294), np.float64(86.04090461150807), np.float64(66.34400818918014)]
Generation 58: Best Fitness: 123.40008329033168, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21925648420768), np.float64(74.76167537496049), np.float64(66.26990021702643)]
Generation 59: Best Fitness: 123.40008329033168, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21925648420768), np.float64(74.76167537496049), np.float64(66.26990021702643)]
Generation 60: Best Fitness: 123.40008329033168, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(66.21925648420768), np.float64(74.76167537496049), np.float64(66.26990021702643)]
Generation 61: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
