Generation 0: Best Fitness: 75.82086438016815, Per-Enemy Fitness: [np.float64(21.269900217026425), np.float64(91.49061166337202), np.float64(30.179917069647637), np.float64(75.2634277025208)]
Generation 62: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 63: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 64: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 65: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 66: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 67: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 68: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 69: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 70: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 71: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 72: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 73: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 74: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 75: Best Fitness: 140.54483526273302, Per-Enemy Fitness: [np.float64(66.17695410451698), np.float64(75.1593583426266), np.float64(89.61585110906252), np.float64(66.51936107665802)]
Generation 76: Best Fitness: 144.06732973328894, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(92.20901301948913), np.float64(86.44090461150806), np.float64(66.26990021702643)]
Generation 77: Best Fitness: 146.67404104382985, Per-Enemy Fitness: [np.float64(66.24109822612272), np.float64(91.77237888630937), np.float64(88.44514190598358), np.float64(75.2731522524128)]
Generation 78: Best Fitness: 131.82646601145836, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(90.93703951986404), np.float64(74.74617118842453), np.float64(75.2731522524128)]
Generation 79: Best Fitness: 131.82646601145836, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(90.93703951986404), np.float64(74.74617118842453), np.float64(75.2731522524128)]
Generation 80: Best Fitness: 131.82646601145836, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(90.93703951986404), np.float64(74.74617118842453), np.float64(75.2731522524128)]
Generation 81: Best Fitness: 134.02550631738157, Per-Enemy Fitness: [np.float64(57.269900217026425), np.float64(90.73703951986406), np.float64(83.74233241211736), np.float64(75.2731522524128)]
Generation 82: Best Fitness: 146.3944019876731, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(90.93703951986404), np.float64(88.01791509328336), np.float64(75.2731522524128)]
Generation 83: Best Fitness: 146.3944019876731, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(90.93703951986404), np.float64(88.01791509328336), np.float64(75.2731522524128)]
Generation 84: Best Fitness: 146.3944019876731, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(90.93703951986404), np.float64(88.01791509328336), np.float64(75.2731522524128)]
Generation 85: Best Fitness: 146.3944019876731, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(90.93703951986404), np.float64(88.01791509328336), np.float64(75.2731522524128)]
Generation 86: Best Fitness: 146.3944019876731, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(90.93703951986404), np.float64(88.01791509328336), np.float64(75.2731522524128)]
Generation 87: Best Fitness: 146.3944019876731, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(90.93703951986404), np.float64(88.01791509328336), np.float64(75.2731522524128)]
Generation 88: Best Fitness: 146.3944019876731, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(90.93703951986404), np.float64(88.01791509328336), np.float64(75.2731522524128)]
Generation 89: Best Fitness: 146.3944019876731, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(90.93703951986404), np.float64(88.01791509328336), np.float64(75.2731522524128)]
Generation 90: Best Fitness: 158.1527208332292, Per-Enemy Fitness: [np.float64(75.26990021702643), np.float64(90.77237888630937), np.float64(90.21585110906253), np.float64(75.2731522524128)]
Generation 91: Best Fitness: 158.1527208332292, Per-Enemy Fitness: [np.float64(75.26990021702643), np.float64(90.77237888630937), np.float64(90.21585110906253), np.float64(75.2731522524128)]
Generation 92: Best Fitness: 158.1527208332292, Per-Enemy Fitness: [np.float64(75.26990021702643), np.float64(90.77237888630937), np.float64(90.21585110906253), np.float64(75.2731522524128)]
Generation 93: Best Fitness: 158.1527208332292, Per-Enemy Fitness: [np.float64(75.26990021702643), np.float64(90.77237888630937), np.float64(90.21585110906253), np.float64(75.2731522524128)]
Generation 94: Best Fitness: 158.1527208332292, Per-Enemy Fitness: [np.float64(75.26990021702643), np.float64(90.77237888630937), np.float64(90.21585110906253), np.float64(75.2731522524128)]
Generation 95: Best Fitness: 158.1527208332292, Per-Enemy Fitness: [np.float64(75.26990021702643), np.float64(90.77237888630937), np.float64(90.21585110906253), np.float64(75.2731522524128)]
Generation 96: Best Fitness: 158.1527208332292, Per-Enemy Fitness: [np.float64(75.26990021702643), np.float64(90.77237888630937), np.float64(90.21585110906253), np.float64(75.2731522524128)]
Generation 97: Best Fitness: 158.1527208332292, Per-Enemy Fitness: [np.float64(75.26990021702643), np.float64(90.77237888630937), np.float64(90.21585110906253), np.float64(75.2731522524128)]
Generation 98: Best Fitness: 145.3755063173816, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(90.93703951986404), np.float64(83.94233241211737), np.float64(75.2731522524128)]
Generation 99: Best Fitness: 145.3755063173816, Per-Enemy Fitness: [np.float64(66.26990021702643), np.float64(90.93703951986404), np.float64(83.94233241211737), np.float64(75.2731522524128)]
