Generation 0: Best Fitness: 80.23959156541228, Per-Enemy Fitness: [np.float64(21.269900217026425), np.float64(91.49061166337202), np.float64(30.179917069647637), np.float64(92.93833644349735)]
Generation 41: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 42: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 43: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 44: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 45: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 46: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 47: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 48: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 49: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 50: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 51: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 52: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 53: Best Fitness: 164.37734528439114, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(91.49061166337202), np.float64(92.22619038813075), np.float64(75.80150296873417)]
Generation 54: Best Fitness: 181.93666234453326, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(92.73193985886488), np.float64(89.46877351051685), np.float64(92.81833644349736)]
Generation 55: Best Fitness: 181.93666234453326, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(92.73193985886488), np.float64(89.46877351051685), np.float64(92.81833644349736)]
Generation 56: Best Fitness: 181.93666234453326, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(92.73193985886488), np.float64(89.46877351051685), np.float64(92.81833644349736)]
Generation 57: Best Fitness: 181.93666234453326, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(92.73193985886488), np.float64(89.46877351051685), np.float64(92.81833644349736)]
Generation 58: Best Fitness: 181.93666234453326, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(92.73193985886488), np.float64(89.46877351051685), np.float64(92.81833644349736)]
Generation 59: Best Fitness: 181.93666234453326, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(92.73193985886488), np.float64(89.46877351051685), np.float64(92.81833644349736)]
Generation 60: Best Fitness: 181.93666234453326, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(92.73193985886488), np.float64(89.46877351051685), np.float64(92.81833644349736)]
Generation 61: Best Fitness: 181.93666234453326, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(92.73193985886488), np.float64(89.46877351051685), np.float64(92.81833644349736)]
Generation 62: Best Fitness: 181.93666234453326, Per-Enemy Fitness: [np.float64(94.85250552318655), np.float64(92.73193985886488), np.float64(89.46877351051685), np.float64(92.81833644349736)]
Generation 63: Best Fitness: 182.1186588156751, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.69061166337202), np.float64(89.44514190598358), np.float64(94.63971843439496)]
Generation 64: Best Fitness: 182.1186588156751, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.69061166337202), np.float64(89.44514190598358), np.float64(94.63971843439496)]
Generation 65: Best Fitness: 182.1186588156751, Per-Enemy Fitness: [np.float64(94.91859563501554), np.float64(91.69061166337202), np.float64(89.44514190598358), np.float64(94.63971843439496)]
Generation 66: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 67: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 68: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 69: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 70: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 71: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 72: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 73: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 74: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 75: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 76: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 77: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 78: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 79: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 80: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 81: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 82: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 83: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 84: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 85: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 86: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 87: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 88: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 89: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 90: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 91: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 92: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 93: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 94: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 95: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 96: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 97: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 98: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
Generation 99: Best Fitness: 185.59975783645024, Per-Enemy Fitness: [np.float64(94.78506424239102), np.float64(92.53193985886487), np.float64(92.42873816020955), np.float64(92.93833644349735)]
