
Generation 0 - Best Individual for Enemy 5: Fitness: 92.394865, Player Life: 82.00000000000017, Enemy Life: 0, Time: 332, Gain: 82.00000000000017
Generation 18 - Best Individual for Enemy 5: Fitness: 91.665869, Player Life: 74.80000000000024, Enemy Life: 0, Time: 335, Gain: 74.80000000000024
Generation 19 - Best Individual for Enemy 5: Fitness: 91.665869, Player Life: 74.80000000000024, Enemy Life: 0, Time: 335, Gain: 74.80000000000024
Generation 20 - Best Individual for Enemy 5: Fitness: 91.665869, Player Life: 74.80000000000024, Enemy Life: 0, Time: 335, Gain: 74.80000000000024
Generation 21 - Best Individual for Enemy 5: Fitness: 92.39548, Player Life: 79.6000000000002, Enemy Life: 0, Time: 261, Gain: 79.6000000000002
Generation 22 - Best Individual for Enemy 5: Fitness: 92.39548, Player Life: 79.6000000000002, Enemy Life: 0, Time: 261, Gain: 79.6000000000002
Generation 23 - Best Individual for Enemy 5: Fitness: 92.39548, Player Life: 79.6000000000002, Enemy Life: 0, Time: 261, Gain: 79.6000000000002
Generation 24 - Best Individual for Enemy 5: Fitness: 92.39548, Player Life: 79.6000000000002, Enemy Life: 0, Time: 261, Gain: 79.6000000000002
Generation 25 - Best Individual for Enemy 5: Fitness: 92.39548, Player Life: 79.6000000000002, Enemy Life: 0, Time: 261, Gain: 79.6000000000002
Generation 26 - Best Individual for Enemy 5: Fitness: 92.39548, Player Life: 79.6000000000002, Enemy Life: 0, Time: 261, Gain: 79.6000000000002
Generation 27 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 28 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 29 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 30 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 31 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 32 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 33 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 34 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 35 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 36 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 37 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 38 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 39 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 40 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 41 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 42 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 43 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 44 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 45 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 46 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 47 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 48 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
Generation 49 - Best Individual for Enemy 5: Fitness: 92.202462, Player Life: 75.40000000000023, Enemy Life: 0, Time: 208, Gain: 75.40000000000023
