
Generation 0 - Best Individual for Enemy 3: Fitness: 30.657666, Player Life: 0, Enemy Life: 60.0, Time: 209, Gain: -60.0
Generation 1 - Best Individual for Enemy 3: Fitness: 30.179917, Player Life: 0, Enemy Life: 60.0, Time: 337, Gain: -60.0
Generation 2 - Best Individual for Enemy 3: Fitness: 39.185869, Player Life: 0, Enemy Life: 50.0, Time: 335, Gain: -50.0
Generation 3 - Best Individual for Enemy 3: Fitness: 39.185869, Player Life: 0, Enemy Life: 50.0, Time: 335, Gain: -50.0
Generation 4 - Best Individual for Enemy 3: Fitness: 39.185869, Player Life: 0, Enemy Life: 50.0, Time: 335, Gain: -50.0
Generation 5 - Best Individual for Enemy 3: Fitness: 57.206986, Player Life: 0, Enemy Life: 30.0, Time: 328, Gain: -30.0
Generation 6 - Best Individual for Enemy 3: Fitness: 57.206986, Player Life: 0, Enemy Life: 30.0, Time: 328, Gain: -30.0
Generation 7 - Best Individual for Enemy 3: Fitness: 57.206986, Player Life: 0, Enemy Life: 30.0, Time: 328, Gain: -30.0
Generation 8 - Best Individual for Enemy 3: Fitness: 57.206986, Player Life: 0, Enemy Life: 30.0, Time: 328, Gain: -30.0
Generation 9 - Best Individual for Enemy 3: Fitness: 57.206986, Player Life: 0, Enemy Life: 30.0, Time: 328, Gain: -30.0
Generation 10 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 11 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 12 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 13 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 14 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 15 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 16 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 17 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 18 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 19 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 20 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 21 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 22 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 23 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 24 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 25 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 26 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 27 - Best Individual for Enemy 3: Fitness: 85.466602, Player Life: 16, Enemy Life: 0, Time: 461, Gain: 16
Generation 28 - Best Individual for Enemy 3: Fitness: 85.866602, Player Life: 20, Enemy Life: 0, Time: 461, Gain: 20
Generation 29 - Best Individual for Enemy 3: Fitness: 85.866602, Player Life: 20, Enemy Life: 0, Time: 461, Gain: 20
Generation 30 - Best Individual for Enemy 3: Fitness: 85.866602, Player Life: 20, Enemy Life: 0, Time: 461, Gain: 20
