
Generation 0 - Best Individual for Enemy 3: Fitness: 30.657666, Player Life: 0, Enemy Life: 60.0, Time: 209, Gain: -60.0
Generation 31 - Best Individual for Enemy 3: Fitness: 85.866602, Player Life: 20, Enemy Life: 0, Time: 461, Gain: 20
Generation 32 - Best Individual for Enemy 3: Fitness: 87.618586, Player Life: 36, Enemy Life: 0, Time: 396, Gain: 36
Generation 33 - Best Individual for Enemy 3: Fitness: 87.618586, Player Life: 36, Enemy Life: 0, Time: 396, Gain: 36
Generation 34 - Best Individual for Enemy 3: Fitness: 85.838793, Player Life: 20, Enemy Life: 0, Time: 474, Gain: 20
Generation 35 - Best Individual for Enemy 3: Fitness: 85.838793, Player Life: 20, Enemy Life: 0, Time: 474, Gain: 20
Generation 36 - Best Individual for Enemy 3: Fitness: 85.838793, Player Life: 20, Enemy Life: 0, Time: 474, Gain: 20
Generation 37 - Best Individual for Enemy 3: Fitness: 85.838793, Player Life: 20, Enemy Life: 0, Time: 474, Gain: 20
Generation 38 - Best Individual for Enemy 3: Fitness: 85.838793, Player Life: 20, Enemy Life: 0, Time: 474, Gain: 20
Generation 39 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
Generation 40 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
Generation 41 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
Generation 42 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
Generation 43 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
Generation 44 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
Generation 45 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
Generation 46 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
Generation 47 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
Generation 48 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
Generation 49 - Best Individual for Enemy 3: Fitness: 87.266602, Player Life: 34, Enemy Life: 0, Time: 461, Gain: 34
